timestamp,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_temp_c,gpu_power_w,kv_cache_pct,requests_running,requests_waiting,gen_tokens_total,prompt_tokens_total,preemptions,prefix_cache_hit_rate,ttft_avg_ms,itl_avg_ms,e2e_avg_ms,cpu_mem_rss_mb,cpu_mem_rss_peak_mb,cpu_mem_vms_mb,host_mem_used_mb,host_mem_total_mb,weight_mem_gib,kv_cache_capacity_gib,kv_mem_used_gib,kv_to_weight_ratio,kv_bytes_per_token,tokens_in_flight
2026-04-26T21:39:21.190028,76802.0,97887.0,0.0,50.0,79.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,6499.3046875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:22.231213,76802.0,97887.0,0.0,49.0,68.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,6711.30859375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:23.264329,76802.0,97887.0,0.0,49.0,45.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,6796.98046875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:24.298767,76802.0,97887.0,0.0,48.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,6896.265625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:25.329263,76802.0,97887.0,0.0,48.0,43.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,7002.41796875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:26.364083,76802.0,97887.0,0.0,48.0,43.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,7080.74609375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:27.402346,76802.0,97887.0,0.0,48.0,26.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,7327.05078125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:28.443576,76802.0,97887.0,0.0,47.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,8025.01953125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:29.488202,76802.0,97887.0,0.0,47.0,10.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4109.125,4109.125,173778.75,8064.125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:30.523446,76804.0,97887.0,27.0,48.0,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4153.125,4153.125,173813.98046875,8039.8828125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:31.622027,77670.0,97887.0,100.0,54.0,256.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4317.625,4317.625,174012.53125,8191.0859375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:32.654722,77670.0,97887.0,100.0,54.0,300.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4317.625,4317.625,174012.53125,8186.8203125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:33.691158,77672.0,97887.0,100.0,55.0,299.98,39.58577569363032,64.0,0.0,33.0,7852.0,0.0,0.0,2823.312535881996,23.0790369969327,0,4317.625,4317.625,174012.53125,8199.55859375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:34.722453,77672.0,97887.0,100.0,56.0,300.02,39.58577569363032,64.0,0.0,33.0,7852.0,0.0,0.0,2823.312535881996,23.0790369969327,0,4317.625,4317.625,174012.53125,8202.4921875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:35.759284,77672.0,97887.0,100.0,56.0,300.01,40.56271981242673,63.0,0.0,412.0,15758.0,0.0,0.0,3898.9011459052563,269.6365915825868,5237.670024236043,4318.375,4318.375,174012.5625,8191.1953125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:36.793689,77672.0,97887.0,100.0,57.0,299.92,39.23407581086362,63.0,0.0,785.0,17786.0,0.0,0.0,3557.73792804127,218.89276613644145,5684.177345699733,4318.375,4318.375,174012.53125,8204.90625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:37.824634,77672.0,97887.0,100.0,57.0,299.97,39.31223134036733,64.0,0.0,1355.0,19118.0,0.0,0.0,3389.9887339274087,173.48733489581036,5904.558918692848,4318.375,4318.375,174012.53125,8206.88671875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:38.868816,77672.0,97887.0,100.0,58.0,300.0,37.12387651426339,63.0,0.0,1982.0,20298.0,0.0,0.0,3166.8214120982607,152.57203730716034,5417.962074279785,4318.375,4318.375,174012.53125,8191.68359375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:39.898297,77672.0,97887.0,100.0,58.0,300.02,35.99062133645955,64.0,0.0,2611.0,21249.0,0.0,0.0,2972.56412725339,140.63907230100088,5588.898834974869,4318.375,4318.375,174012.53125,8190.87890625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:40.932370,77672.0,97887.0,100.0,59.0,299.97,39.97655334114889,64.0,0.0,5153.0,22432.0,0.0,0.0,2669.821009039879,113.38004550701554,5567.328155040741,4318.375,4318.375,174012.53125,8187.56640625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:41.963787,77672.0,97887.0,100.0,60.0,300.06,40.75810863618601,64.0,0.0,5851.0,22944.0,0.0,0.0,2597.4690625161834,110.61098691534072,5592.865255900791,4318.375,4318.375,174012.53125,8192.54296875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T21:39:42.998904,77672.0,97887.0,100.0,60.0,300.0,42.59476357952325,64.0,0.0,6551.0,23780.0,0.0,0.0,2552.808246990242,109.37106590074814,5667.124297167804,4318.375,4318.375,174012.53125,8186.62890625,160970.03125,61.04,0,0,0.0,0,0
