timestamp,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_temp_c,gpu_power_w,kv_cache_pct,requests_running,requests_waiting,gen_tokens_total,prompt_tokens_total,preemptions,prefix_cache_hit_rate,ttft_avg_ms,itl_avg_ms,e2e_avg_ms
2026-03-13T13:22:07.257524,89740.0,97887.0,0.0,50.0,69.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:09.290859,89740.0,97887.0,0.0,49.0,43.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:11.378192,89740.0,97887.0,0.0,49.0,42.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:13.415805,89740.0,97887.0,0.0,49.0,12.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:15.450361,89740.0,97887.0,0.0,48.0,13.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:17.486499,89740.0,97887.0,0.0,47.0,11.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:19.518572,89740.0,97887.0,0.0,47.0,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:21.558934,89740.0,97887.0,0.0,47.0,12.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:23.598321,89740.0,97887.0,0.0,47.0,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:25.633324,89740.0,97887.0,0.0,46.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:27.685382,89740.0,97887.0,0.0,46.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:29.726237,89740.0,97887.0,0.0,46.0,11.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:31.762833,89740.0,97887.0,0.0,46.0,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:33.798735,89740.0,97887.0,0.0,46.0,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:35.838402,89740.0,97887.0,0.0,46.0,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:37.873306,89740.0,97887.0,0.0,45.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:39.913015,89740.0,97887.0,0.0,45.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2026-03-13T13:22:41.944991,89742.0,97887.0,100.0,50.0,252.77,0.05162622612286949,1.0,0.0,19.0,23.0,0.0,0.0,427.6576042175293,49.48061355551343,0
2026-03-13T13:22:43.980594,89742.0,97887.0,100.0,52.0,300.01,0.10325245224573898,1.0,0.0,59.0,23.0,0.0,0.0,427.6576042175293,50.12561032758797,0
2026-03-13T13:22:46.029077,89742.0,97887.0,100.0,55.0,300.03,0.18929616245052516,1.0,0.0,140.0,23.0,0.0,0.0,427.6576042175293,50.42762441007653,0
2026-03-13T13:22:48.059693,89742.0,97887.0,100.0,56.0,299.97,0.22371364653244186,1.0,0.0,180.0,23.0,0.0,0.0,427.6576042175293,50.50287216759675,0
2026-03-13T13:22:50.089644,89742.0,97887.0,100.0,57.0,299.97,0.27533987265531135,1.0,0.0,220.0,23.0,0.0,0.0,427.6576042175293,50.573722173512124,0
2026-03-13T13:22:52.125264,89742.0,97887.0,100.0,58.0,299.98,0.30975735673722804,1.0,0.0,260.0,23.0,0.0,0.0,427.6576042175293,50.64222817374797,0
2026-03-13T13:22:54.160671,89742.0,97887.0,100.0,59.0,299.98,0.36138358286009753,1.0,0.0,300.0,23.0,0.0,0.0,427.6576042175293,50.70815881605499,0
2026-03-13T13:22:56.193694,89742.0,97887.0,100.0,60.0,299.99,0.3958010669420031,1.0,0.0,340.0,23.0,0.0,0.0,427.6576042175293,50.76210423893958,0
2026-03-13T13:22:58.225446,89742.0,97887.0,100.0,61.0,299.95,0.4474272930648726,1.0,0.0,379.0,23.0,0.0,0.0,427.6576042175293,50.81624543915481,0
2026-03-13T13:23:00.267242,89742.0,97887.0,100.0,62.0,299.97,0.4818447771467893,1.0,0.0,419.0,23.0,0.0,0.0,427.6576042175293,50.87612809808614,0
2026-03-13T13:23:02.307279,89742.0,97887.0,100.0,63.0,299.93,0.5334710032696588,1.0,0.0,459.0,23.0,0.0,0.0,427.6576042175293,50.93757034497749,0
2026-03-13T13:23:04.348782,89742.0,97887.0,100.0,64.0,300.05,0.5678884873515755,1.0,0.0,498.0,23.0,0.0,0.0,427.6576042175293,51.0003374869195,0
2026-03-13T13:23:06.384312,89742.0,97887.0,100.0,65.0,300.01,0.6023059714334922,1.0,0.0,537.0,23.0,0.0,0.0,427.6576042175293,51.064607615671775,0
2026-03-13T13:23:08.423734,89742.0,97887.0,100.0,66.0,299.99,0.6539321975563617,1.0,0.0,577.0,23.0,0.0,0.0,427.6576042175293,51.12152606423592,0
2026-03-13T13:23:10.456457,89742.0,97887.0,100.0,67.0,299.99,0.6883496816382673,1.0,0.0,616.0,23.0,0.0,0.0,427.6576042175293,51.177821804878654,0
2026-03-13T13:23:12.490421,89742.0,97887.0,100.0,68.0,300.01,0.7399759077611479,1.0,0.0,655.0,23.0,0.0,0.0,427.6576042175293,51.23507678440226,0
2026-03-13T13:23:14.522327,89742.0,97887.0,100.0,68.0,300.01,0.7743933918430534,1.0,0.0,694.0,23.0,0.0,0.0,427.6576042175293,51.28632589033168,0
2026-03-13T13:23:16.559754,89742.0,97887.0,100.0,70.0,300.0,0.8604371020478396,1.0,0.0,772.0,23.0,0.0,0.0,427.6576042175293,51.389848666666246,0
2026-03-13T13:23:18.588571,89742.0,97887.0,100.0,71.0,299.99,0.9120633281707091,1.0,0.0,811.0,23.0,0.0,0.0,427.6576042175293,51.43700510246915,0
2026-03-13T13:23:20.620292,89742.0,97887.0,100.0,71.0,299.99,0.9464808122526258,1.0,0.0,850.0,23.0,0.0,0.0,427.6576042175293,51.48570196819732,0
2026-03-13T13:23:22.653484,89742.0,97887.0,100.0,72.0,300.0,0.9808982963345425,1.0,0.0,888.0,23.0,0.0,0.0,427.6576042175293,51.52978524915468,0
2026-03-13T13:23:24.692272,89742.0,97887.0,100.0,72.0,299.98,1.032524522457412,1.0,0.0,927.0,23.0,0.0,0.0,427.6576042175293,51.577927856371126,0
2026-03-13T13:23:26.724551,89742.0,97887.0,100.0,73.0,300.0,1.0669420065393176,1.0,0.0,965.0,23.0,0.0,0.0,427.6576042175293,51.624299968879164,0
2026-03-13T13:23:28.757196,89742.0,97887.0,100.0,73.0,299.96,1.118568232662187,1.0,0.0,1004.0,23.0,0.0,0.0,427.6576042175293,51.671792257227445,0
2026-03-13T13:23:30.787740,89742.0,97887.0,100.0,74.0,299.97,1.1529857167441038,1.0,0.0,1042.0,23.0,0.0,0.0,427.6576042175293,51.719238526416895,0
2026-03-13T13:23:32.817328,89742.0,97887.0,100.0,75.0,300.02,1.1874032008260205,1.0,0.0,1081.0,23.0,0.0,0.0,427.6576042175293,51.767708199999845,0
2026-03-13T13:23:34.920876,89742.0,97887.0,100.0,75.0,300.02,1.23902942694889,1.0,0.0,1120.0,23.0,0.0,0.0,427.6576042175293,51.81547429043825,0
2026-03-13T13:23:36.952658,89742.0,97887.0,100.0,76.0,299.95,1.2734469110308066,1.0,0.0,1158.0,23.0,0.0,0.0,427.6576042175293,51.86003923681977,0
2026-03-13T13:23:38.981963,89742.0,97887.0,100.0,76.0,299.98,1.3250731371536761,1.0,0.0,1196.0,23.0,0.0,0.0,427.6576042175293,51.90545897991595,0
