timestamp,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_temp_c,gpu_power_w,kv_cache_pct,requests_running,requests_waiting,gen_tokens_total,prompt_tokens_total,preemptions,prefix_cache_hit_rate,ttft_avg_ms,itl_avg_ms,e2e_avg_ms,cpu_mem_rss_mb,cpu_mem_rss_peak_mb,cpu_mem_vms_mb,host_mem_used_mb,host_mem_total_mb,weight_mem_gib,kv_cache_capacity_gib,kv_mem_used_gib,kv_to_weight_ratio,kv_bytes_per_token,tokens_in_flight
2026-04-25T23:04:45.749917,32157.0,97887.0,0.0,44.0,72.0,0,0,0,0,0,0,0,0,0,0,1230.5078125,1230.5078125,16518.35546875,6613.01171875,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:46.785334,991.0,97887.0,0.0,43.0,42.94,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5807.0234375,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:47.823299,991.0,97887.0,0.0,42.0,42.05,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5809.43359375,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:48.864785,991.0,97887.0,0.0,42.0,41.81,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5813.29296875,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:49.900650,991.0,97887.0,0.0,42.0,41.3,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5811.39453125,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:50.940829,991.0,97887.0,0.0,42.0,34.67,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5814.4921875,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:51.988516,991.0,97887.0,0.0,42.0,25.48,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5915.50390625,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:53.023446,991.0,97887.0,0.0,42.0,18.49,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5916.70703125,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:54.060711,991.0,97887.0,1.0,42.0,18.27,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5917.9140625,160970.03125,0,0,0,0,0,0
2026-04-25T23:04:55.100257,991.0,97887.0,1.0,41.0,17.58,0,0,0,0,0,0,0,0,0,0,0,1230.5078125,0,5914.2890625,160970.03125,0,0,0,0,0,0
