timestamp,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_temp_c,gpu_power_w,kv_cache_pct,requests_running,requests_waiting,gen_tokens_total,prompt_tokens_total,preemptions,prefix_cache_hit_rate,ttft_avg_ms,itl_avg_ms,e2e_avg_ms,cpu_mem_rss_mb,cpu_mem_rss_peak_mb,cpu_mem_vms_mb,host_mem_used_mb,host_mem_total_mb,weight_mem_gib,kv_cache_capacity_gib,kv_mem_used_gib,kv_to_weight_ratio,kv_bytes_per_token,tokens_in_flight
2026-04-26T00:18:12.963163,77642.0,97887.0,0.0,47.0,72.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,8670.80859375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:14.012217,77642.0,97887.0,0.0,46.0,49.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,8947.26171875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:15.059392,77642.0,97887.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9039.10546875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:16.104771,77642.0,97887.0,0.0,46.0,45.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9115.73828125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:17.155063,77642.0,97887.0,0.0,45.0,40.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9208.98046875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:18.198318,77642.0,97887.0,0.0,45.0,29.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9275.7578125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:19.239875,77642.0,97887.0,0.0,45.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9342.9140625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:20.287119,77642.0,97887.0,0.0,45.0,20.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4110.6796875,4110.6796875,173787.14453125,9449.03125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:21.362260,77642.0,97887.0,0.0,45.0,19.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4112.6796875,4112.6796875,173789.14453125,9450.16796875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:19.470366,78508.0,97887.0,100.0,47.0,200.87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4314.1796875,4314.1796875,174014.37890625,9634.39453125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:20.512507,78508.0,97887.0,100.0,52.0,300.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4314.1796875,4314.1796875,174014.37890625,9634.9140625,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:21.561222,78510.0,97887.0,100.0,53.0,299.93,43.14185228604924,34.0,30.0,19.0,8704.0,0.0,0.0,53.89599239124971,25.739919976331294,0,4314.6796875,4314.6796875,174014.41015625,9641.78125,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:22.600512,78510.0,97887.0,100.0,54.0,299.99,43.14185228604924,34.0,30.0,19.0,8704.0,0.0,0.0,53.89599239124971,25.739919976331294,0,4314.6796875,4314.6796875,174014.37890625,9639.54296875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:23.647182,78510.0,97887.0,100.0,55.0,300.02,43.14185228604924,34.0,30.0,19.0,8704.0,0.0,0.0,53.89599239124971,25.739919976331294,0,4314.6796875,4314.6796875,174014.37890625,9644.43359375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:24.691866,78510.0,97887.0,100.0,55.0,300.02,63.6967565455256,50.0,14.0,52.0,16896.0,0.0,0.0,1175.733941974062,2074.75256935485,0,4314.6796875,4314.6796875,174015.41015625,9637.046875,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:25.737850,78510.0,97887.0,100.0,56.0,299.96,63.6967565455256,50.0,14.0,52.0,16896.0,0.0,0.0,1175.733941974062,2074.75256935485,0,4314.6796875,4314.6796875,174087.3984375,9626.84375,160970.03125,61.04,0,0,0.0,0,0
2026-04-26T00:18:26.779595,78510.0,97887.0,100.0,57.0,299.85,81.94607268464243,64.0,0.0,101.0,25088.0,0.0,0.0,2334.6084088695293,2254.6240381567395,0,4314.9296875,4314.9296875,174087.3984375,9624.10546875,160970.03125,61.04,0,0,0.0,0,0
